Campaign_Type,Target_Audience,Duration,Ad_Type,Conversion_Rate,Ad_Budget,Reach,Clicks,Impressions,Date
Mega,Men 25-34,15 days,Facebook,0.11,2045000,1043226,45374,874796,7/7/2021
Mega,All Ages,60 days,Instagram,0.08,1056000,803864,49287,878620,9/23/2021
Mega,Men 18-24,60 days,Instagram,0.08,1246000,1029044,45293,926301,6/19/2021
Mega,Women 25-34,15 days,Facebook,0.04,933000,1069285,37623,988892,10/31/2021
Mega,Women 35-44,45 days,Instagram,0.04,2356000,951198,33958,823914,10/24/2021
Mega,Men 18-24,60 days,Daraz,0.02,2783000,862119,34088,964933,4/26/2021
Mega,Men 25-34,15 days,Instagram,0.12,2656000,815223,42278,916178,5/25/2021
Mega,All Ages,15 days,Google Ads,0.06,1191000,1067758,46212,948219,2/18/2021
Mega,Men 25-34,45 days,Website,0.02,2589000,1162528,41646,896557,9/9/2021
Mega,Men 18-24,60 days,Google Ads,0.13,1580000,986183,35409,921932,9/13/2021
Mega,Men 25-34,15 days,Google Ads,0.11,1106000,1163753,31856,784465,11/17/2021
Mega,Men 25-34,15 days,Facebook,0.06,2525000,974897,42326,987114,11/22/2021
Mega,Men 25-34,30 days,Website,0.06,2589000,873316,38036,827258,6/22/2021
Mega,Men 25-34,45 days,Daraz,0.14,2634000,1033628,38702,885586,8/3/2021
Mega,All Ages,30 days,YouTube,0.06,2917000,999265,30004,972466,10/10/2021
Mega,Men 25-34,15 days,Instagram,0.11,1338000,900592,30289,832070,8/15/2021
Mega,Men 25-34,45 days,Website,0.11,1311000,1169707,31789,855074,5/13/2021
Mega,Men 25-34,45 days,YouTube,0.03,2981000,1012912,36186,738203,4/11/2021
Mega,All Ages,30 days,Website,0.02,2170000,1118192,44699,985008,5/4/2021
Mega,Women 25-34,15 days,Facebook,0.15,2553000,899869,40747,847971,5/2/2021
Mega,Men 25-34,45 days,Facebook,0.11,1987000,1031409,35291,839612,5/13/2021
Mega,All Ages,60 days,Instagram,0.03,2169000,968485,46086,926108,8/26/2021
Mega,Men 18-24,60 days,Instagram,0.08,2926000,830319,44885,841260,2/18/2021
Mega,Women 25-34,60 days,Daraz,0.03,2092000,816257,39747,742384,8/3/2021
Mega,Women 25-34,15 days,YouTube,0.08,1215000,835595,34860,949646,5/11/2021
Mega,Women 25-34,30 days,YouTube,0.1,1587000,809279,48744,972392,10/29/2021
Mega,Men 25-34,30 days,Website,0.1,926000,886936,41554,845912,5/6/2021
Mega,Men 25-34,45 days,Google Ads,0.01,2981000,1191424,34251,769486,12/30/2021
Mega,Women 25-34,60 days,Website,0.05,2592000,833803,38900,986366,5/21/2021
Mega,Men 25-34,30 days,Facebook,0.02,2840000,1040706,30357,893786,10/24/2021
Mega,Men 25-34,30 days,Google Ads,0.13,1902000,1080164,47349,807288,1/15/2021
Mega,Women 25-34,45 days,Daraz,0.1,2176000,1179928,41918,865821,9/3/2021
Mega,Men 25-34,60 days,YouTube,0.1,1364000,1078285,39853,714247,2/15/2021
Mega,Women 25-34,30 days,Instagram,0.03,1702000,913633,30701,874573,5/17/2021
Mega,Women 35-44,60 days,Daraz,0.03,1244000,1035034,47806,950429,12/22/2021
Mega,Women 25-34,15 days,Facebook,0.06,1210000,981564,48115,721997,12/20/2021
Mega,Women 25-34,60 days,YouTube,0.06,2993000,1052771,34800,937636,3/17/2021
Mega,Men 25-34,30 days,Instagram,0.06,874000,1152146,40053,943009,1/14/2021
Mega,All Ages,60 days,Facebook,0.03,2866000,867629,48403,800197,11/28/2021
Mega,All Ages,15 days,YouTube,0.06,2978000,945830,30067,970188,11/3/2021
Mega,Men 25-34,45 days,Instagram,0.14,1137000,1010195,45915,749579,8/3/2021
Mega,Men 18-24,60 days,Instagram,0.07,2103000,1160995,43143,807631,2/15/2021
Mega,Women 35-44,30 days,Daraz,0.02,916000,1053070,35457,738113,12/29/2021
Mega,Men 18-24,30 days,Google Ads,0.14,2865000,1005974,38738,839269,3/6/2021
Mega,Women 25-34,30 days,Facebook,0.07,2877000,1126042,46809,808901,1/14/2021
Mega,Men 18-24,45 days,Website,0.09,2845000,935490,48313,887027,10/4/2021
Mega,Men 18-24,15 days,Website,0.15,2688000,1037291,38587,898694,6/16/2021
Mega,Men 25-34,45 days,YouTube,0.12,1207000,1014601,42557,870079,9/8/2021
Mega,Women 25-34,60 days,Website,0.11,1477000,1136896,47241,811437,4/25/2021
Mega,All Ages,60 days,Website,0.09,2614000,908864,42934,956557,11/9/2021
Mega,Men 18-24,45 days,Website,0.06,3129000,815615,43698,923434,2/27/2021
Mega,Women 25-34,30 days,Google Ads,0.05,976000,898596,37132,738340,11/25/2021
Mega,Women 25-34,30 days,Google Ads,0.04,2795000,1086443,35230,913887,12/24/2021
Mega,Men 25-34,30 days,Website,0.02,1807000,861184,37655,778202,8/16/2021
Mega,All Ages,60 days,Instagram,0.1,1302000,816855,34174,919004,11/9/2021
Mega,Women 25-34,60 days,Daraz,0.04,1161000,972767,35895,795796,8/8/2021
Mega,Men 18-24,45 days,YouTube,0.15,2556000,864121,37808,833971,9/28/2021
Mega,All Ages,60 days,Website,0.1,1981000,1087835,38978,806460,7/3/2021
Mega,All Ages,60 days,Daraz,0.11,2799000,887624,36093,872597,9/10/2021
Mega,Men 25-34,30 days,Daraz,0.14,1933000,1145257,30666,955918,5/7/2021
Mega,All Ages,60 days,YouTube,0.09,936000,942032,40111,759482,9/25/2021
Mega,Men 25-34,30 days,Google Ads,0.02,1405000,969427,33273,896005,2/26/2021
Mega,Men 18-24,60 days,Facebook,0.1,2855000,881592,44368,745002,3/6/2021
Mega,Women 35-44,45 days,Facebook,0.15,1581000,1117889,39955,990520,8/27/2021
Mega,All Ages,15 days,Daraz,0.1,1900000,927309,40519,713816,12/16/2021
Mega,Men 25-34,15 days,Facebook,0.06,861000,1132006,49712,909035,5/19/2021
Mega,Women 25-34,30 days,Google Ads,0.06,1459000,1059602,42201,759796,9/20/2021
Mega,Women 25-34,15 days,Facebook,0.14,2465000,1146492,33593,767825,9/14/2021
Mega,Women 35-44,45 days,YouTube,0.14,2578000,1034250,49301,755547,3/31/2021
Mega,All Ages,60 days,Instagram,0.09,1660000,890084,32601,876711,7/8/2021
Mega,Women 35-44,45 days,Instagram,0.04,2631000,1158650,42264,763611,1/1/2021
Mega,Women 35-44,15 days,Instagram,0.03,2726000,1156509,30836,760937,10/17/2021
Mega,All Ages,60 days,Facebook,0.02,1229000,900567,37439,759246,4/8/2021
Mega,Women 25-34,30 days,Daraz,0.08,2221000,1034111,33569,944098,6/3/2021
Mega,Men 25-34,15 days,Google Ads,0.01,2410000,916522,40776,739262,6/16/2021
Mega,Women 25-34,15 days,Google Ads,0.01,1909000,979455,45562,877133,9/12/2021
Mega,Men 18-24,30 days,Google Ads,0.11,3096000,918735,41221,741533,1/28/2021
Mega,Men 25-34,30 days,Facebook,0.02,1574000,802713,40259,971017,5/6/2021
Mega,Men 18-24,30 days,Daraz,0.03,1318000,962314,32875,786720,10/15/2021
Mega,Women 35-44,45 days,YouTube,0.06,2693000,1104157,41188,765180,6/25/2021
Mega,Men 25-34,45 days,Website,0.11,2835000,1122764,41764,803249,1/14/2021
Mega,Men 25-34,30 days,Instagram,0.02,860000,1013755,36799,935404,4/21/2021
Mega,Women 35-44,30 days,Google Ads,0.14,2938000,836838,35238,860597,12/26/2021
Mega,Men 18-24,60 days,Daraz,0.12,1460000,1179249,49744,710504,10/18/2021
Mega,Men 25-34,45 days,Google Ads,0.02,1493000,1064057,35296,871219,9/22/2021
Mega,Women 35-44,45 days,YouTube,0.03,2612000,1014739,33936,936838,2/19/2021
Mega,Men 25-34,45 days,Daraz,0.04,1004000,1037072,41840,876172,11/5/2021
Mega,All Ages,15 days,Daraz,0.14,1402000,1096078,33825,844971,5/1/2021
Mega,Women 35-44,45 days,YouTube,0.04,2660000,838992,43037,854237,9/8/2021
Mega,All Ages,45 days,Google Ads,0.13,1213000,1077856,31414,979182,9/7/2021
Mega,Men 25-34,45 days,Daraz,0.11,1531000,924592,37813,913628,6/6/2021
Mega,All Ages,60 days,Daraz,0.15,2698000,934905,30489,832055,10/10/2021
Mega,Women 25-34,15 days,Website,0.12,1315000,981779,36739,881142,4/1/2021
Mega,Men 18-24,30 days,Website,0.05,964000,815077,32161,861422,1/21/2021
Mega,Men 25-34,30 days,Facebook,0.04,937000,966871,31051,977397,5/20/2021
Mega,Men 18-24,15 days,Facebook,0.14,1907000,1121009,42072,926998,1/5/2021
Mega,All Ages,45 days,Instagram,0.02,2023000,1120468,49461,871070,8/27/2021
Mega,Men 18-24,60 days,Website,0.04,896000,951632,33225,918266,9/23/2021
Mega,Women 25-34,30 days,Instagram,0.06,2098000,1024019,31003,998363,11/13/2021
Mega,Women 35-44,45 days,Instagram,0.1,2977000,857924,37884,828876,11/16/2021
Mega,Men 25-34,45 days,Website,0.13,937000,911512,39818,991382,11/18/2021
Mega,Women 25-34,60 days,Website,0.02,1758000,1011892,32562,991167,4/13/2021
Mega,Women 35-44,45 days,Daraz,0.04,1049000,1154161,37112,782899,8/4/2021
Mega,Men 25-34,30 days,Instagram,0.12,3060000,1029875,44167,795691,11/22/2021
Mega,Men 18-24,45 days,Facebook,0.09,3077000,1146939,35406,859824,8/30/2021
Mega,Women 25-34,30 days,Website,0.02,1037000,859428,40485,814180,2/18/2021
Mega,Women 35-44,45 days,Google Ads,0.15,2255000,1125463,33735,989011,2/16/2021
Mega,Women 35-44,30 days,Website,0.11,1709000,803109,47063,934330,6/22/2021
Mega,Women 25-34,15 days,Instagram,0.07,868000,1127275,48996,757305,11/24/2021
Mega,All Ages,15 days,Facebook,0.03,2983000,989583,43608,898076,3/7/2021
Mega,Women 25-34,15 days,Instagram,0.09,2410000,1014449,32067,977908,4/24/2021
Mega,All Ages,45 days,Website,0.05,2374000,840675,48457,833848,7/7/2021
Mega,All Ages,30 days,Website,0.14,2428000,1187115,42172,789073,8/16/2021
Mega,Women 25-34,15 days,YouTube,0.08,1248000,1019145,38856,849937,7/13/2021
Mega,Women 25-34,60 days,YouTube,0.09,2070000,1102087,45352,851704,2/2/2021
Mega,Women 35-44,45 days,Facebook,0.09,3173000,1042700,42836,991463,12/17/2021
Mega,All Ages,60 days,Daraz,0.09,1959000,1189553,31410,741418,6/30/2021
Mega,Men 25-34,60 days,Daraz,0.1,1353000,970464,38275,842325,4/1/2021
Mega,Men 25-34,45 days,Daraz,0.08,1433000,1010063,30698,865026,9/16/2021
Mega,Men 18-24,15 days,Facebook,0.11,953000,870426,36808,755569,12/22/2021
Mega,All Ages,45 days,Website,0.13,1379000,912302,48857,815888,4/8/2021
Mega,Men 18-24,60 days,Instagram,0.06,2861000,854410,35513,804713,9/9/2021
Mega,Women 35-44,15 days,Daraz,0.12,1789000,874790,49421,811309,7/14/2021
Mega,Men 25-34,45 days,YouTube,0.08,3003000,1136680,44274,801810,2/17/2021
Mega,All Ages,45 days,Facebook,0.04,1252000,949337,36919,971816,10/26/2021
Mega,Men 18-24,30 days,Daraz,0.15,2291000,1187543,45281,865608,3/17/2021
Mega,Men 25-34,30 days,Facebook,0.08,829000,1194457,38181,856323,10/13/2021
Mega,Men 18-24,45 days,Facebook,0.05,2084000,985573,42872,909646,6/1/2021
Mega,Women 25-34,45 days,Facebook,0.1,1121000,1002462,48184,846532,5/3/2021
Mega,Men 25-34,60 days,Daraz,0.02,1266000,1147526,44563,914430,12/5/2021
Mega,Women 25-34,15 days,Facebook,0.07,2332000,1025314,40111,978841,7/6/2021
Mega,Men 25-34,15 days,Instagram,0.09,1200000,1086979,48062,833110,3/31/2021
Mega,Men 18-24,30 days,Google Ads,0.07,2612000,823687,34390,965401,1/1/2021
Mega,Men 25-34,30 days,Google Ads,0.1,1801000,1023477,39746,867719,11/10/2021
Mega,Women 25-34,15 days,Google Ads,0.09,3083000,872889,35308,906748,8/29/2021
Mega,Men 25-34,45 days,Facebook,0.12,2283000,882824,35476,931887,9/12/2021
Mega,Women 25-34,30 days,YouTube,0.09,2452000,827609,49073,739654,7/31/2021
Mega,Men 18-24,45 days,Website,0.09,1198000,815397,30721,786890,12/12/2021
Mega,Women 35-44,30 days,Website,0.1,829000,956155,31160,834424,5/3/2021
Mega,Women 25-34,60 days,Facebook,0.03,1868000,832155,47148,944565,4/3/2021
Mega,Women 25-34,60 days,Facebook,0.14,3190000,973074,44232,853099,3/29/2021
Mega,All Ages,45 days,Daraz,0.03,1402000,838060,35242,891285,2/21/2021
Mega,Men 25-34,30 days,Instagram,0.08,1033000,1102991,33072,750378,3/31/2021
Mega,Men 18-24,60 days,Facebook,0.1,1922000,909334,33362,953619,1/4/2021
Mega,Men 18-24,15 days,Instagram,0.09,1413000,1057110,31016,893681,1/9/2021
Mega,Women 25-34,45 days,Website,0.1,1981000,985969,36426,985199,7/31/2021
Mega,Women 35-44,45 days,Google Ads,0.05,1939000,961079,38687,989901,7/28/2021
Mega,Women 25-34,30 days,Instagram,0.06,1609000,888561,30484,835477,12/24/2021
Mega,Women 25-34,15 days,Facebook,0.13,2903000,1182235,40816,828987,11/19/2021
Mega,Men 25-34,60 days,YouTube,0.07,1492000,1073839,39710,915503,1/16/2021
Mega,Men 25-34,30 days,Website,0.03,2408000,1024588,44658,784884,10/23/2021
Mega,Men 18-24,60 days,Google Ads,0.11,2331000,899115,41556,859167,10/25/2021
Mega,Men 18-24,60 days,YouTube,0.08,1818000,832136,46541,771854,3/9/2021
Mega,Men 18-24,30 days,YouTube,0.09,821000,841326,47560,987307,6/29/2021
Mega,Women 25-34,15 days,YouTube,0.01,2937000,1109569,38823,726318,4/6/2021
Mega,Women 35-44,15 days,Facebook,0.08,2203000,963647,32942,882984,8/11/2021
Mega,Women 25-34,30 days,Website,0.05,1646000,947201,42121,864655,3/2/2021
Mega,Men 25-34,45 days,Facebook,0.05,2565000,1115445,37756,978388,1/9/2021
Mega,All Ages,30 days,Facebook,0.05,1880000,866043,33674,963226,5/25/2021
Mega,Men 25-34,15 days,Website,0.15,1537000,837107,40515,792161,12/9/2021
Mega,Men 18-24,60 days,Daraz,0.05,1512000,1057498,49383,979424,4/21/2021
Mega,Women 25-34,60 days,Instagram,0.07,2362000,824058,30629,708426,2/3/2021
Mega,Women 25-34,45 days,Website,0.09,1628000,818209,30687,771862,10/28/2021
Mega,Men 25-34,45 days,Google Ads,0.04,1744000,1001939,48520,844007,1/7/2021
Mega,Women 35-44,45 days,Website,0.11,1367000,1033680,49530,737383,3/20/2021
Mega,Men 18-24,30 days,Instagram,0.07,963000,1175563,35994,914575,4/14/2021
Mega,Women 25-34,30 days,Instagram,0.12,3107000,1128666,45052,712050,4/4/2021
Mega,Men 25-34,30 days,YouTube,0.01,2398000,1100733,32953,982363,5/14/2021
Mega,All Ages,30 days,Daraz,0.11,1847000,963628,47342,827843,4/14/2021
Mega,Men 18-24,30 days,Facebook,0.09,2074000,861078,39744,810894,7/31/2021
Mega,Women 25-34,30 days,Facebook,0.03,1566000,1064647,39581,767896,7/13/2021
Mega,Women 35-44,15 days,Google Ads,0.1,2565000,1022638,31668,893423,3/27/2021
Mega,Women 35-44,15 days,Instagram,0.14,2043000,907231,30093,843592,9/14/2021
Mega,Men 18-24,15 days,Google Ads,0.09,2014000,1010978,44825,769913,10/26/2021
Mega,Men 25-34,30 days,Website,0.12,1845000,870629,32475,857282,2/14/2021
Mega,Women 25-34,45 days,YouTube,0.08,2477000,809264,39151,830559,10/24/2021
Mega,Women 25-34,45 days,Website,0.08,1436000,810851,37881,957310,12/12/2021
Mega,Men 25-34,45 days,Daraz,0.02,1324000,846015,43055,981642,11/4/2021
Mega,All Ages,60 days,Instagram,0.04,1944000,1119486,48174,960027,1/13/2021
Mega,Men 18-24,60 days,Instagram,0.01,883000,899204,35437,842811,8/7/2021
Mega,Women 25-34,15 days,Daraz,0.04,871000,1038555,41298,732577,11/22/2021
Mega,Women 25-34,30 days,Daraz,0.07,2894000,852074,39043,763185,10/22/2021
Mega,Women 35-44,15 days,Instagram,0.13,2096000,897683,43745,728467,8/30/2021
Mega,Men 18-24,30 days,Google Ads,0.02,2594000,1149572,45773,936444,5/8/2021
Mega,Men 18-24,30 days,Instagram,0.05,1922000,908696,39529,924958,3/28/2021
Mega,All Ages,60 days,Website,0.11,1425000,835021,33315,903555,10/3/2021
Mega,Men 25-34,30 days,Website,0.14,929000,891618,48161,752775,6/3/2021
Mega,Men 18-24,60 days,Google Ads,0.14,2962000,918487,31961,899614,1/8/2021
Mega,Men 25-34,45 days,Facebook,0.09,1391000,1120126,42943,996477,10/15/2021
Mega,Men 25-34,60 days,Google Ads,0.1,1309000,940690,38356,757705,5/24/2021
Mega,All Ages,15 days,Website,0.08,2277000,991938,41378,746713,1/24/2021
Mega,Men 18-24,45 days,Website,0.13,1622000,986086,42954,785950,2/22/2021
Mega,Men 25-34,60 days,Google Ads,0.05,1140000,1056124,32915,779587,7/30/2021
Mega,All Ages,15 days,Facebook,0.07,1806000,835279,45913,832496,2/22/2021
Mega,Men 18-24,15 days,Instagram,0.14,1980000,1162227,38434,944645,7/2/2021
Mega,All Ages,60 days,Google Ads,0.09,860000,1138958,30750,902507,5/24/2021
Mega,Women 25-34,60 days,YouTube,0.02,1157000,951964,44033,877734,7/29/2021
Mega,Women 35-44,15 days,YouTube,0.02,2343000,819151,41635,713675,6/17/2021
Mega,All Ages,30 days,Google Ads,0.09,1895000,875307,36459,836068,4/15/2021
Mega,Men 18-24,15 days,Facebook,0.05,2787000,1181503,49517,965041,5/12/2021
Mega,Women 25-34,60 days,Facebook,0.12,2853000,957508,33917,881304,1/16/2021
Mega,Women 35-44,15 days,Daraz,0.07,1217000,857683,34339,896539,9/29/2021
Mega,Women 25-34,45 days,Google Ads,0.02,1595000,827923,44716,988082,1/4/2021
Mega,Women 35-44,45 days,YouTube,0.12,2513000,829471,40671,934024,2/10/2021
Mega,Women 25-34,45 days,Daraz,0.11,2087000,1112976,42156,751486,8/11/2021
Mega,Men 18-24,30 days,Facebook,0.13,1798000,890624,38530,827075,2/12/2021
Mega,Women 35-44,15 days,Website,0.04,3037000,956792,33202,956151,12/11/2021
Mega,All Ages,15 days,Website,0.08,3146000,961076,49612,702922,12/2/2021
Mega,Men 25-34,45 days,YouTube,0.12,1089000,1083004,35004,723441,11/23/2021
Mega,Women 35-44,15 days,Instagram,0.02,1031000,1138005,41662,929090,9/13/2021
Mega,All Ages,60 days,Daraz,0.06,2883000,1013458,35084,921473,10/27/2021
Mega,Women 35-44,15 days,Website,0.08,2479000,1036324,30256,786216,11/9/2021
Mega,Men 25-34,45 days,Daraz,0.15,2573000,961602,33474,948429,10/27/2021
Mega,Men 25-34,45 days,Google Ads,0.12,3154000,884818,46798,807450,10/3/2021
Mega,Women 25-34,30 days,Website,0.09,1417000,878653,32156,846395,12/28/2021
Mega,Men 18-24,15 days,Website,0.02,806000,1086920,45180,767589,11/17/2021
Mega,Women 25-34,30 days,Facebook,0.05,2562000,985016,42016,708234,11/16/2021
Mega,All Ages,60 days,Daraz,0.09,2187000,1092372,36955,752725,3/19/2021
Mega,All Ages,45 days,Instagram,0.06,3125000,975605,47045,967734,5/20/2021
Mega,Men 25-34,15 days,Instagram,0.03,2471000,1199079,34598,957677,5/28/2021
Mega,Women 35-44,45 days,Daraz,0.09,2690000,1000276,44642,794714,2/9/2021
Mega,Women 35-44,15 days,Daraz,0.1,2156000,898709,33681,941135,2/19/2021
Mega,Women 35-44,15 days,Instagram,0.07,2290000,848657,49643,703396,8/29/2021
Mega,Men 18-24,60 days,Facebook,0.09,2404000,872194,49865,864840,12/12/2021
Mega,All Ages,30 days,Google Ads,0.15,1810000,1007467,33022,954876,4/19/2021
Mega,All Ages,15 days,YouTube,0.04,1459000,970679,34942,858764,7/21/2021
Mega,Men 25-34,30 days,Website,0.12,1903000,1035946,43143,815025,11/30/2021
Mega,Men 18-24,45 days,Facebook,0.02,1826000,1139564,44802,971071,3/16/2021
Mega,Men 25-34,45 days,Daraz,0.11,1678000,1090643,45726,909380,11/29/2021
Mega,Men 25-34,45 days,Google Ads,0.14,2630000,921390,42912,705209,8/23/2021
Mega,Men 25-34,60 days,Website,0.08,2427000,1198323,34713,817233,1/21/2021
Mega,All Ages,45 days,Google Ads,0.08,1834000,1197616,36259,850162,8/30/2021
Mega,Men 18-24,45 days,Instagram,0.07,1507000,952269,40279,909915,5/14/2021
Mega,Women 35-44,45 days,Instagram,0.05,2738000,853834,40243,805791,1/18/2021
Mega,Men 25-34,30 days,Daraz,0.03,2710000,1141261,48687,712259,10/14/2021
Mega,Men 25-34,15 days,Google Ads,0.05,2175000,1094790,35303,872673,4/24/2021
Mega,Men 18-24,60 days,Google Ads,0.03,1346000,923582,30302,892025,9/16/2021
Mega,Women 35-44,45 days,Google Ads,0.1,1571000,912119,30161,835370,8/3/2021
Mega,Women 35-44,15 days,Instagram,0.08,2492000,1128321,31319,893620,1/6/2021
Mega,Men 18-24,30 days,Website,0.05,1050000,852056,35745,830062,5/4/2021
Mega,Women 25-34,30 days,YouTube,0.02,2039000,936307,35740,737015,1/26/2021
Mega,All Ages,15 days,YouTube,0.05,2755000,839506,44651,861466,5/31/2021
Mega,Men 25-34,30 days,Google Ads,0.11,1447000,1000807,35055,793730,10/23/2021
Mega,Men 18-24,45 days,Instagram,0.09,2438000,1178398,40881,951621,3/17/2021
Mega,All Ages,15 days,Daraz,0.08,2086000,1107055,48022,794585,1/2/2021
Mega,Women 25-34,30 days,Google Ads,0.03,3154000,1190376,43488,788510,12/7/2021
Mega,Men 18-24,45 days,Daraz,0.08,2956000,1107503,49142,886228,4/9/2021
Mega,Men 25-34,30 days,Google Ads,0.04,2742000,919200,46510,799149,12/29/2021
Mega,All Ages,45 days,Facebook,0.12,2087000,921184,35706,939614,3/13/2021
Mega,Women 25-34,45 days,Google Ads,0.14,2703000,1142939,35594,954038,5/30/2021
Mega,Women 35-44,15 days,Website,0.04,2211000,905235,33472,843431,1/27/2021
Mega,Men 25-34,45 days,YouTube,0.08,2785000,1161446,49762,702673,12/6/2021
Mega,Men 25-34,60 days,Website,0.12,1499000,945772,40995,931359,9/14/2021
Mega,Men 18-24,60 days,Instagram,0.07,805000,1191338,33998,819418,9/4/2021
Mega,Women 25-34,15 days,YouTube,0.12,1736000,1019352,34319,790087,12/25/2021
Mega,Men 25-34,45 days,Facebook,0.06,1987000,1064276,43167,782749,9/4/2021
Mega,All Ages,30 days,Instagram,0.1,2347000,918374,39095,732308,3/6/2021
Mega,Women 25-34,60 days,Google Ads,0.04,888000,956922,31056,940744,9/23/2021
Mega,Men 25-34,15 days,Daraz,0.15,1363000,1129694,38035,921683,10/24/2021
Mega,All Ages,45 days,Website,0.02,816000,893246,31453,934022,10/3/2021
Mega,All Ages,60 days,Daraz,0.03,1532000,1172820,44694,953159,1/19/2021
Mega,Men 25-34,15 days,Instagram,0.14,3011000,1115078,42643,853210,2/22/2021
Mega,Men 18-24,60 days,Daraz,0.15,1195000,917624,46937,806647,2/8/2021
Mega,Women 25-34,45 days,Google Ads,0.09,1716000,1059465,39986,785459,4/30/2021
Mega,Women 35-44,60 days,Google Ads,0.07,2086000,848583,32168,964657,9/5/2021
Mega,All Ages,60 days,Google Ads,0.11,3059000,821175,42830,886824,12/12/2021
Mega,Women 25-34,30 days,Daraz,0.09,2637000,965887,40428,893264,4/12/2021
Mega,Women 25-34,15 days,Daraz,0.13,1593000,941604,49905,912280,6/14/2021
Mega,Women 25-34,15 days,Instagram,0.03,2396000,1091497,30294,938024,12/6/2021
Mega,Men 18-24,45 days,Facebook,0.06,2928000,1043665,47062,919133,11/6/2021
Mega,Men 25-34,30 days,Daraz,0.06,1868000,855749,40098,765735,4/24/2021
Mega,All Ages,45 days,Facebook,0.14,2475000,1192444,37092,707457,6/29/2021
Mega,Women 35-44,60 days,Google Ads,0.13,2729000,1143268,35436,726021,3/17/2021
Mega,All Ages,30 days,Google Ads,0.12,1280000,1123621,40196,949740,2/21/2021
Mega,All Ages,45 days,Daraz,0.14,1684000,837256,33397,937756,3/23/2021
Mega,Women 35-44,60 days,Website,0.09,3024000,1063301,48281,775052,5/23/2021
Mega,Men 18-24,60 days,Website,0.13,919000,898932,33150,843265,1/12/2021
Mega,Men 25-34,45 days,Google Ads,0.12,1452000,1114746,48135,890645,4/1/2021
Mega,Men 18-24,45 days,Daraz,0.09,1472000,958230,33121,910107,4/22/2021
Mega,Men 18-24,45 days,Daraz,0.1,2421000,1009066,37673,795057,3/16/2021
Mega,Men 25-34,30 days,Instagram,0.1,1908000,994129,41136,722101,10/3/2021
Mega,Men 25-34,30 days,Website,0.03,1871000,1076083,44336,956394,3/19/2021
Mega,Women 25-34,15 days,Daraz,0.11,3145000,904395,33680,873888,12/5/2021
Mega,Men 25-34,15 days,Instagram,0.08,1553000,985178,48894,782683,12/30/2021
Mega,Men 25-34,60 days,Facebook,0.09,2381000,1019924,39275,768747,5/5/2021
Mega,Men 25-34,60 days,Daraz,0.11,1430000,1062390,42268,748340,10/23/2021
Mega,All Ages,60 days,Google Ads,0.13,2134000,818804,33781,852076,3/28/2021
Mega,All Ages,30 days,Facebook,0.03,2744000,968382,30544,700224,6/23/2021
Mega,Women 25-34,30 days,YouTube,0.05,1570000,1125024,33570,838827,11/26/2021
Mega,All Ages,45 days,Facebook,0.07,1054000,1066785,40262,873140,7/1/2021
Mega,Women 25-34,15 days,Instagram,0.04,1876000,956669,49041,817042,3/2/2021
Mega,Men 18-24,60 days,Instagram,0.02,1418000,925425,40251,768785,2/3/2021
Mega,Men 25-34,60 days,Google Ads,0.08,1791000,986509,44054,805560,8/16/2021
Mega,Women 35-44,15 days,Facebook,0.06,1784000,1176403,41386,719147,4/18/2021
Mega,Men 18-24,60 days,YouTube,0.14,969000,1052499,30207,795388,1/7/2021
Mega,Women 35-44,60 days,Website,0.05,1868000,1122841,32901,938044,2/14/2021
Mega,Men 25-34,45 days,Facebook,0.09,2273000,861533,48156,841028,11/25/2021
Mega,Men 25-34,30 days,Facebook,0.04,2954000,802820,44965,729879,11/22/2021
Mega,Men 18-24,30 days,Google Ads,0.07,3199000,956570,47564,758735,1/21/2021
Mega,Men 18-24,30 days,Google Ads,0.05,1220000,1104605,47476,914498,5/29/2021
Mega,All Ages,15 days,Facebook,0.04,2064000,1176503,37697,950500,11/6/2021
Mega,Women 35-44,60 days,Website,0.02,2580000,928440,40014,918924,8/15/2021
Influencer,Women 35-44,45 days,YouTube,0.07,988000,1138363,43444,845611,4/28/2021
Influencer,Men 25-34,45 days,Instagram,0.05,2593000,1141515,49106,851423,5/15/2021
Influencer,Women 25-34,15 days,Facebook,0.08,2435000,889066,42298,788337,4/29/2021
Influencer,Women 25-34,30 days,YouTube,0.06,1611000,938748,46119,720188,5/14/2021
Influencer,Women 25-34,45 days,Facebook,0.06,3150000,966927,41611,872543,8/12/2021
Influencer,Men 18-24,45 days,Website,0.08,2117000,817499,49075,949326,2/17/2021
Influencer,All Ages,30 days,Website,0.08,3135000,932445,39928,858613,8/21/2021
Influencer,All Ages,60 days,Daraz,0.09,2315000,1122597,45008,960841,1/19/2021
Influencer,Men 25-34,45 days,Google Ads,0.06,2348000,996154,37588,704779,11/11/2021
Influencer,Women 35-44,45 days,YouTube,0.13,3203000,1163846,31890,871545,4/19/2021
Influencer,Men 25-34,45 days,Google Ads,0.07,1921000,1033616,43003,758067,3/10/2021
Influencer,All Ages,30 days,YouTube,0.03,1769000,867947,33379,843967,12/23/2021
Influencer,Men 18-24,30 days,Daraz,0.13,2959000,807776,42764,827699,1/1/2021
Influencer,Women 25-34,60 days,Facebook,0.14,2698000,979533,31399,936569,12/27/2021
Influencer,Women 25-34,45 days,YouTube,0.03,1541000,1196552,31178,968372,9/5/2021
